"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address","MAC Address",Location,"Switch Port and VLAN","Port Type","Service Speed","Service Type","Peering LAN","Membership Type","Route Servers"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.225.189,,0ca4.028e.6596,"Telehouse West (THW)","edge1-thw xe-3/3/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.239.158,2001:7f8:4:1::899c:4,7e25.86a7.cc32,"Telehouse West (THW)","edge4-thw-lon2 ce4/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.227.169,2001:7f8:4::899c:6,7e25.86a3.1833,"Telehouse West (THW)","core3-thw et-3/4/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.227.169,2001:7f8:4::899c:6,7e25.86a3.1833,"Telehouse West (THW)","core3-thw et-2/0/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.224.232,2001:7f8:4::899c:1,0025.ba5a.f965,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/1/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.227.169,2001:7f8:4::899c:6,7e25.86a3.1833,"Telehouse West (THW)","core3-thw et-2/3/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.224.232,2001:7f8:4::899c:1,0025.ba5a.f965,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/0/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.225.189,,0ca4.028e.6596,"Telehouse West (THW)","edge1-thw xe-3/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.227.153,2001:7f8:4::899c:2,7e25.86a8.a051,"Digital Realty Sovereign House (RBS)","edge1-rbs et-2/1/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,"No data",195.66.227.153,2001:7f8:4::899c:2,7e25.86a8.a051,"Digital Realty Sovereign House (RBS)","edge1-rbs et-1/0/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,"No data",195.66.227.77,,f03f.95dd.fb6c,"Telehouse East (THE)","edge4-the ge-4/1/4",1G,1G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,"No data",195.66.239.77,2001:7f8:4:1:0:3:2897:1,f03f.95dd.fb6d,"Telehouse East (THE)","edge1-the-lon2 xe4",1G,1G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,"No data",195.66.244.239,2001:7f8:4::3:2897:1,b409.3180.e1e4,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe12 VLAN: 2019",ConneXions,1G,ConneXions,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"OCTAPLUS NETWORKS LTD",http://www.octaplus.co.uk,205771,"No data",195.66.224.192,2001:7f8:4::3:23cb:1,dc2c.6e22.aa4c,"Telehouse North (THN)","edge1-thn xe-3/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"OCTAPLUS NETWORKS LTD",http://www.octaplus.co.uk,205771,"No data",195.66.236.2,2001:7f8:4:1::3:23cb:1,dc2c.6e22.aa4d,"Telehouse North (THN)","edge1-thn-lon2 xe19",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Octet Telecom Limited",http://,202793,"No data",195.66.227.202,2001:7f8:4::3:1829:2,4c5e.0c14.23a5,"Telehouse North (THN)","edge2-thn ge-7/1/1",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Odyssey Systems Limited",http://www.odyssey-systems.co.uk,204558,"No data",195.66.244.3,2001:7f8:4:2:0:3:1f0e:1,d884.66eb.1919,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe34",10G,10G,Regular,man1,full,"rs1.man1, rs2.man1"
"Olivenet Network S.L.",http://,201746,"No data",195.66.225.204,2001:7f8:4::3:1412:1,c003.806c.4846,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Oman Telecommunications Company",http://www.omantel.om/wholesale,8529,"No data",195.66.227.92,2001:7f8:4::2151:1,30b6.4fdb.0ac1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Oman Telecommunications Company",http://www.omantel.om/wholesale,8529,"No data",195.66.227.92,2001:7f8:4::2151:1,30b6.4fdb.0ac1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"One Voice Software Ltd.",https://onevoice.co.uk/,209568,"No data",195.66.227.189,2001:7f8:4::3:32a0:1,0050.56b6.de7a,"Telehouse North (THN)","core4-thn et-2/3/2 VLAN: 130",ConneXions,1G,ConneXions,lon1,full,
"One.com AS",http://www.one.com/en/,51468,"No data",195.66.226.233,2001:7f8:4::c90c:1,84c1.c179.17f0,"Interxion LON2 (IN2)","core3-in2 et-2/0/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Onecom Global Communications",http://www.onecom.global,51185,"No data",195.66.227.90,2001:7f8:4::c7f1:1,6c9c.ed7a.1393,"Telehouse West (THW)","edge1-thw xe-4/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Online50 Limited",http://www.online50.net/,35399,"No data",195.66.224.248,,0014.5ebd.c305,"Telehouse West (THW)","edge1-thw ge-8/1/7",1G,1G,Regular,lon1,full,
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,"No data",195.66.224.188,2001:7f8:4::224d:1,e0ac.f113.1bfb,"Telehouse North (THN)","edge4-thn xe-2/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,"No data",195.66.224.188,2001:7f8:4::224d:1,e0ac.f113.1bfb,"Telehouse North (THN)","edge4-thn xe-2/2/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,"No data",195.66.224.188,2001:7f8:4::224d:1,e0ac.f113.1bfb,"Telehouse North (THN)","edge4-thn xe-2/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.134,2001:7f8:4::bf31:2,0021.0501.7e89,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.134,2001:7f8:4:1::bf31:2,001a.f015.ee07,"Telehouse North (THN)","edge2-thn-lon2 xe15",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.78,2001:7f8:4:1::bf31:3,4055.82a5.1ddc,"Telehouse West (THW)","edge4-thw-lon2 ce6/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.134,2001:7f8:4::bf31:2,0021.0501.7e89,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.158,2001:7f8:4:1::bf31:1,0021.0501.7e86,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe28",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.158,2001:7f8:4::bf31:1,001a.f015.ee08,"Telehouse North (THN)","edge4-thn xe-3/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.158,2001:7f8:4::bf31:1,001a.f015.ee08,"Telehouse North (THN)","edge4-thn xe-2/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.134,2001:7f8:4:1::bf31:2,001a.f015.ee07,"Telehouse North (THN)","edge2-thn-lon2 xe4",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.134,2001:7f8:4::bf31:2,0021.0501.7e89,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/3/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.158,2001:7f8:4:1::bf31:1,0021.0501.7e86,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe39",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.238.158,2001:7f8:4:1::bf31:1,0021.0501.7e86,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe18",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.226.158,2001:7f8:4::bf31:1,001a.f015.ee08,"Telehouse North (THN)","edge4-thn xe-9/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,"No data",195.66.225.1,2001:7f8:4::bf31:3,4055.82a5.75df,"Equinix LD6 (EQ4)","edge3-eq4 et-5/1/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Peering",http://www.nl-ix.net,20562,"No data",195.66.225.53,2001:7f8:4::5052:1,94bf.942d.4e51,"Telehouse North (THN)","edge3-thn xe-2/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Open Peering",http://www.nl-ix.net,20562,"No data",195.66.225.53,2001:7f8:4::5052:1,94bf.942d.4e51,"Telehouse North (THN)","edge3-thn xe-4/3/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Open Peering",http://www.nl-ix.net,20562,"No data",195.66.225.53,2001:7f8:4::5052:1,94bf.942d.4e51,"Telehouse North (THN)","edge3-thn xe-3/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OpenMarket Ltd.",http://www.openmarket.com/,42543,"No data",195.66.226.181,2001:7f8:4::a62f:1,84b8.0203.6b40,"Equinix LD9 Powergate (TCA)","edge1-tca ge-5/0/6",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Optinet U.K. Limited",http://,43872,"No data",195.66.227.240,2001:7f8:4::ab60:1,d46d.504a.1ccf,"Telehouse West (THW)","edge1-thw xe-3/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Optinet U.K. Limited",http://,43872,"No data",195.66.237.113,2001:7f8:4:1::ab60:1,d46d.504a.1ce4,"Telehouse West (THW)","edge2-thw-lon2 xe6",10G,10G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Oracle Corporation UK Ltd",http://www.oracle.com/us/products/applications/rightnow,31898,"No data",195.66.226.34,2001:7f8:4::7c9a:1,4071.837b.9201,"Digital Realty Sovereign House (RBS)","edge1-rbs et-2/1/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Oracle Corporation UK Ltd",http://www.oracle.com/us/products/applications/rightnow,7160,"No data",195.66.225.172,,3c94.d537.3e77,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
Orange,http://www.orange.com,5511,"No data",195.66.224.83,2001:7f8:4::1587:1,f4bf.a87f.d6ad,"Telehouse North (THN)","edge3-thn xe-2/3/2",10G,10G,multiservice_port,lon1,full,
"Orange Business Services",http://www.mnc.orange-business.com,4004,"No data",195.66.224.24,2001:7f8:4::fa4:1,c47d.4f6b.b480,"Telehouse North (THN)","edge2-thn xe-5/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Orange Romania",http://www.orange.ro,8953,"No data",195.66.226.101,2001:7f8:4::22f9:1,40ce.2418.aef7,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/4/3 VLAN: 101",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Orange Romania Communications S.A",http://www.TELEKOM.ro,9050,"No data",195.66.225.42,2001:7f8:4::235a:1,c84c.75b6.952b,"Telehouse North (THN)","edge3-thn xe-2/3/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
OrbitalNet,http://www.orbital.net/,24916,"No data",195.66.225.93,2001:7f8:4::6154:1,fc0a.81f9.a215,"Telehouse North (THN)","edge1-thn xe-2/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
OrbitalNet,http://www.orbital.net/,24916,"No data",195.66.237.93,2001:7f8:4:1::6154:1,fc0a.81f9.a225,"Telehouse North (THN)","edge2-thn-lon2 xe29",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
OrbitalNet,http://www.orbital.net/,24916,"No data",195.66.225.93,2001:7f8:4::6154:1,fc0a.81f9.a215,"Telehouse North (THN)","edge1-thn xe-2/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Ori Industries 1 Limited",http://www.ori.co,50489,"No data",195.66.226.96,2001:7f8:4::c539:1,fc96.4373.ed6d,"Telehouse West (THW)","edge1-thw ge-8/1/2",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Ori Industries 1 Limited",http://www.ori.co,50489,"No data",195.66.236.112,2001:7f8:4:1::c539:1,fc96.4373.ed6e,"Telehouse West (THW)","edge3-thw-lon2 xe5",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Oscar Music & Media Limited",http://openimp.com/,47998,"No data",195.66.238.168,2001:7f8:4:1::bb7e:1,b0c6.9aab.d485,"Interxion LON2 (IN2)","edge1-in2-lon2 xe27",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Oscar Music & Media Limited",http://openimp.com/,47998,"No data",195.66.226.168,2001:7f8:4::bb7e:1,28c0.da14.5085,"Interxion LON2 (IN2)","edge1-in2 ge-4/1/6",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"OTEGlobe S.A.",http://www.oteglobe.gr/,12713,"No data",195.66.224.190,2001:7f8:4::31a9:1,7488.bb7b.2bbe,"Telehouse North (THN)","core3-thn et-2/0/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.224.220,2001:7f8:4::3f94:1,9ce1.7656.b0da,"Telehouse West (THW)","core3-thw et-2/2/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.236.220,2001:7f8:4:1::3f94:1,7c31.0e7f.9ce3,"Telehouse West (THW)","edge4-thw-lon2 ce3/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.224.220,2001:7f8:4::3f94:1,9ce1.7656.b0da,"Telehouse West (THW)","core3-thw et-2/2/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.225.6,2001:7f8:4::3f94:2,7c31.0e7f.9cda,"Telehouse West (THW)","core3-thw et-3/0/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.224.220,2001:7f8:4::3f94:1,9ce1.7656.b0da,"Telehouse West (THW)","core3-thw et-2/3/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"OVH SARL",http://www.ovh.com,16276,"No data",195.66.225.6,2001:7f8:4::3f94:2,7c31.0e7f.9cda,"Telehouse West (THW)","core3-thw et-3/0/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"P Foundation",https://p.foundation,399728,"No data",195.66.227.51,2001:7f8:4::6:1970:1,7e96.9114.5aea,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,42,"No data",195.66.244.57,2001:7f8:4:2::2a:1,000c.29eb.b7ab,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe33",10G,10G,Regular,man1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,42,"No data",195.66.225.238,2001:7f8:4::2a:1,4ce1.76f7.169c,"Telehouse North (THN)","core4-thn et-2/4/0",100G,100G,Regular,lon1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,3856,"No data",195.66.244.56,2001:7f8:4:2::f10:1,000c.29dc.01f9,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe9",10G,10G,Regular,man1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,3856,"No data",195.66.246.22,2001:7f8:4:3::f10:1,000c.2930.b464,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 43",1G,1G,Regular,sco1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,3856,"No data",195.66.225.239,2001:7f8:4::f10:1,000c.2905.74a6,"Telehouse North (THN)","edge4-thn xe-3/3/0",10G,10G,Regular,lon1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,42,"No data",206.55.196.4,2001:504:31::2a:1,549f.c69f.27b2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/3/0",10G,10G,Regular,nva1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,42,"No data",195.66.246.20,2001:7f8:4:3::2a:1,000c.2989.5b27,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 44",1G,1G,Regular,sco1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packet Clearing House (PCH)",http://www.pch.net/,3856,"No data",206.55.196.19,2001:504:31::f10:1,000c.2965.bf78,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/2",1G,1G,Regular,nva1,associate,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Packnet Limited",http://www.pack-net.co.uk/,199516,"No data",195.66.244.66,2001:7f8:4:2:0:3:b5c:1,2892.4a33.3bfb,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe12 VLAN: 2191",ConneXions,1G,ConneXions,man1,full,"rs1.man1, rs2.man1"
"Pakistan Telecommunication Company Ltd",http://www.ptcl.com.pk/,17557,"No data",195.66.225.133,2001:7f8:4::4495:1,00c1.6429.49ea,"Telehouse North (THN)","core4-thn et-2/2/0 VLAN: 1887",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Pangea Connected Limited",http://www.pangea-group.net,207456,"No data",195.66.236.191,2001:7f8:4:1:0:3:2a60:1,5c83.8f12.c103,"Telehouse East (THE)","edge1-the-lon2 xe12",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Pangea Connected Limited",http://www.pangea-group.net,207456,"No data",195.66.227.227,2001:7f8:4::3:2a60:1,5c83.8f12.c102,"Telehouse East (THE)","edge4-the ge-4/2/5",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Paratus Telecommunications Ltd",http://www.internet.ao,33763,"No data",195.66.237.214,2001:7f8:4:1::83e3:1,c08c.60ea.bf02,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe21",1000T,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Paratus Telecommunications Ltd",http://www.internet.ao,33763,"No data",195.66.225.214,2001:7f8:4::83e3:2,b0fa.eb1c.7805,"Telehouse North (THN)","edge2-thn xe-2/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.226.60,2001:7f8:4::239c:2,2c6b.f547.efc3,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/0/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.226.60,2001:7f8:4::239c:2,2c6b.f547.efc3,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.237.114,2001:7f8:4:1::239c:1,2c6b.f547.ffc3,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe21",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.225.114,2001:7f8:4::239c:1,2c6b.f547.ffc3,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.225.114,2001:7f8:4::239c:1,2c6b.f547.ffc3,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.225.114,2001:7f8:4::239c:1,2c6b.f547.ffc3,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/3/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Partner Land-Line Communications Solutions LP",http://www.012.net,9116,"No data",195.66.226.60,2001:7f8:4::239c:2,2c6b.f547.efc3,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Path Network, Inc",https://path.net,396998,"No data",195.66.224.26,2001:7f8:4::6:ec6:1,b859.9f72.1b07,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/1/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"PBX Hosting Ltd",http://www.pbxhosting.co.uk,50823,"No data",195.66.238.15,2001:7f8:4:1::c687:1,2c5a.0fa7.9862,"Telehouse East (THE)","edge2-the-lon2 xe1",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"PBX Hosting Ltd",http://www.pbxhosting.co.uk,50823,"No data",195.66.226.15,,2c5a.0fa7.9863,"Telehouse East (THE)","edge4-the ge-4/0/0",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"PCCW Global",http://www.pccwglobal.com,3491,"No data",195.66.236.167,2001:7f8:4:1::da3:1,a80c.0d65.81db,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe20",10G,10G,Regular,lon2,"ConneXions,full",
"PCCW Global",http://www.pccwglobal.com,3491,"No data",195.66.224.167,2001:7f8:4::da3:1,10f3.114d.53cb,"Telehouse East (THE)","edge4-the xe-8/0/4",10G,10G,Regular,lon1,"ConneXions,full",
"PhusionIM Ltd",http://www.phusionim.com,58226,"No data",195.66.244.74,2001:7f8:4:2::e372:1,5087.8999.1ec0,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe24",1G,1G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"PhusionIM Ltd",http://www.phusionim.com,58226,"No data",195.66.226.197,2001:7f8:4::e372:1,5087.8999.1ec0,"Telehouse North (THN)","edge3-thn ge-7/0/7",1G,1G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Pilot Fiber, Inc.",http://www.pilotfiber.com,46450,"No data",206.55.196.44,2001:504:31::b572:1,d007.ca1d.0926,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/0/2",10G,10G,Regular,nva1,full,"rs1.nva1, rs2.nva1"
Pinnacom,http://www.pinnacom.com,44749,"No data",195.66.239.212,2001:7f8:4:1::aecd:1,c4ad.345b.392a,"Interxion LON2 (IN2)","edge1-in2-lon2 xe20 VLAN: 2491",ConneXions,1G,ConneXions,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
